,time_elapsed (s),left angle vertical,left angle horizontal,right angle vertical,right angle horizontal
0,0.1,-8,-46,4,-37
1,0.2,-4,-46,5,-39
2,0.3333333333333333,-8,-49,5,-36
3,0.43333333333333335,-13,-52,6,-37
4,0.5666666666666667,-20,-62,6,-35
5,0.7,-35,14,5,-35
6,0.8,-43,-29,3,-39
7,0.9333333333333333,-34,-38,7,-34
8,1.0666666666666667,-24,-53,8,-36
9,1.1666666666666667,-19,19,8,-34
10,1.3,-12,28,9,-33
11,1.4333333333333333,-45,10,13,-32
12,1.5666666666666667,-30,19,8,-33
13,1.6666666666666667,-29,-43,5,-38
14,1.8,-46,8,6,-39
15,1.9333333333333333,-32,18,6,-38
16,2.0666666666666664,-19,27,8,-41
17,2.1666666666666665,-11,23,7,-44
18,2.2666666666666666,-20,25,10,-33
19,2.3666666666666667,-20,24,3,-32
20,2.466666666666667,-12,26,4,-35
21,2.6,-6,15,7,-35
22,2.7,-12,27,7,-31
23,2.8333333333333335,-26,23,7,-36
24,2.966666666666667,-16,27,5,-36
25,3.1,-8,21,6,-37
26,3.2,-12,28,11,-30
27,3.3333333333333335,-13,32,13,-27
28,3.466666666666667,-13,35,6,-32
29,3.6,-13,33,2,-37
30,3.7333333333333334,-12,30,3,-38
31,3.8333333333333335,-10,31,3,-40
32,3.966666666666667,-14,32,9,-30
33,4.1,-14,34,8,-31
34,4.2,-16,-62,5,-37
35,4.333333333333333,-9,-60,5,-36
36,4.433333333333334,-9,-60,7,-33
37,4.566666666666666,-8,-43,5,-38
38,4.666666666666667,-13,25,6,-38
39,4.8,-16,32,6,-36
40,4.9,-15,26,7,-37
41,5.033333333333333,-18,30,6,-38
42,5.166666666666667,-17,31,9,-32
43,5.3,-20,30,6,-35
44,5.4,-20,29,7,-38
45,5.533333333333333,-16,28,7,-36
46,5.666666666666667,-19,27,9,-34
47,5.8,-19,23,8,-34
48,5.9,-19,21,9,-31
49,6.033333333333333,-18,22,9,-33
50,6.166666666666667,-19,26,7,-35
51,6.3,-6,-46,5,-42
52,6.4,-23,-51,6,-41
53,6.533333333333333,-7,-50,5,-40
54,6.666666666666667,-4,-45,6,-39
55,6.8,-18,28,7,-40
56,6.933333333333334,-22,29,8,-43
57,7.066666666666666,-18,29,6,-43
58,7.166666666666667,-19,28,6,-42
59,7.3,-18,30,7,-44
60,7.433333333333334,-18,29,8,-46
61,7.566666666666666,-18,29,7,-47
62,7.666666666666667,-18,29,9,-44
63,7.8,-18,29,9,-47
64,7.933333333333334,-14,40,7,-48
65,8.066666666666666,-14,40,9,-48
66,8.2,-14,40,8,-50
67,8.3,-14,40,8,-49
68,8.433333333333334,-14,40,6,-52
69,8.566666666666666,-14,40,6,-51
70,8.7,-14,40,7,-51
71,8.8,-14,40,7,-51
72,8.933333333333334,-5,-44,7,-50
73,9.066666666666666,9,-30,7,-50
74,9.2,-1,32,9,-49
75,9.3,8,-26,8,-49
76,9.433333333333334,10,-28,5,-56
77,9.566666666666666,-10,41,5,-56
78,9.7,-11,40,5,-56
79,9.8,-1,39,5,-56
80,9.933333333333334,-6,54,5,-56
81,10.066666666666666,-6,54,5,-56
82,10.2,8,-53,5,-56
83,10.3,9,44,5,-56
84,10.433333333333334,-3,59,5,-56
85,10.566666666666666,-3,59,5,-56
86,10.7,0,42,5,-56
87,10.8,5,42,5,-56
88,10.933333333333334,-1,41,-16,44
89,11.066666666666666,1,42,-16,44
90,11.2,-2,59,-16,44
91,11.3,-2,59,-27,26
