,time_elapsed (s),left angle vertical,left angle horizontal,right angle vertical,right angle horizontal
0,0.1,6,-35,11,-37
1,0.2,12,-30,13,-38
2,0.3333333333333333,8,-31,13,-39
3,0.43333333333333335,7,-33,10,-41
4,0.5666666666666667,7,-33,9,-44
5,0.7,1,-39,9,-47
6,0.8,18,-30,9,-49
7,0.9333333333333333,11,-31,7,-52
8,1.0666666666666667,5,-30,5,-54
9,1.1666666666666667,1,-39,5,-53
10,1.3,8,-31,4,-54
11,1.4333333333333333,1,-41,2,-55
12,1.5666666666666667,8,-24,1,-56
13,1.6666666666666667,0,-31,2,-54
14,1.8,22,-14,5,-51
15,1.9333333333333333,-17,6,3,-53
16,2.0666666666666664,6,-24,8,-51
17,2.1666666666666665,8,-26,5,-52
18,2.2666666666666666,25,-24,8,-50
19,2.3666666666666667,21,-27,10,-48
20,2.466666666666667,-16,4,8,-51
21,2.6,19,-27,3,-56
22,2.7,45,-8,2,-55
23,2.8333333333333335,21,-28,2,-56
24,2.966666666666667,-34,0,5,-53
25,3.1,24,-26,9,-48
26,3.2,17,-30,5,-51
27,3.3333333333333335,47,-15,8,-49
28,3.466666666666667,19,-30,4,-50
29,3.6,17,-31,5,-48
30,3.7333333333333334,19,-31,5,-48
31,3.8333333333333335,11,-34,4,-54
32,3.966666666666667,11,-34,8,-47
33,4.1,13,-34,4,-54
34,4.2,18,-28,1,-56
35,4.333333333333333,16,-30,2,-55
36,4.433333333333334,-77,2,3,-54
37,4.566666666666666,18,-26,3,-55
38,4.666666666666667,22,-26,2,-55
39,4.8,-31,22,7,-52
40,4.9,30,-22,5,-53
41,5.033333333333333,34,-20,3,-51
42,5.166666666666667,24,-27,5,-51
43,5.3,22,-29,5,-50
44,5.4,19,-30,6,-52
45,5.533333333333333,23,-28,8,-52
46,5.666666666666667,26,-26,14,-46
47,5.8,29,-24,10,-48
48,5.9,17,-33,10,-47
49,6.033333333333333,24,-26,11,-50
50,6.166666666666667,26,-26,15,-45
51,6.3,26,-25,15,-45
52,6.4,31,-20,12,-50
53,6.533333333333333,33,-21,12,-50
54,6.666666666666667,35,-17,12,-50
55,6.8,31,-19,12,-50
56,6.933333333333334,20,-35,12,-50
57,7.066666666666666,11,-44,17,-47
58,7.166666666666667,15,-26,13,-51
59,7.3,27,-18,18,-36
60,7.433333333333334,-24,11,11,-48
61,7.566666666666666,-73,5,11,-48
62,7.666666666666667,-28,11,16,-38
63,7.8,-9,39,9,-47
64,7.933333333333334,-38,9,15,-43
65,8.066666666666666,-11,43,11,-45
66,8.2,-21,17,18,-40
67,8.3,-12,37,10,-45
68,8.433333333333334,37,-10,8,-50
69,8.566666666666666,48,-10,8,-49
70,8.7,-4,-63,8,-48
71,8.8,-2,-61,6,-51
72,8.933333333333334,-10,22,4,-52
73,9.066666666666666,-1,-61,5,-50
74,9.2,0,-59,4,-52
75,9.3,0,-59,6,-52
76,9.433333333333334,0,-59,7,-53
77,9.566666666666666,-63,3,12,-53
78,9.7,-11,26,7,-52
79,9.8,6,-49,7,-50
80,9.933333333333334,-15,35,5,-49
81,10.066666666666666,-15,34,6,-47
82,10.2,-14,34,5,-50
83,10.3,45,-12,7,-48
84,10.433333333333334,-17,32,7,-49
85,10.566666666666666,13,-42,6,-50
86,10.7,23,-37,7,-49
87,10.8,-13,34,7,-49
88,10.933333333333334,36,-16,8,-50
89,11.066666666666666,-14,34,-2,-51
90,11.2,36,-9,1,-58
91,11.3,17,-28,-1,-60
92,11.433333333333334,17,-28,7,-50
93,11.566666666666666,73,-1,10,-46
94,11.7,22,-23,35,-25
95,11.8,18,-28,48,-17
96,11.933333333333334,31,-20,9,-47
97,12.066666666666666,16,-28,9,-48
98,12.2,22,-24,62,-10
99,12.3,26,-22,54,-15
100,12.433333333333334,20,-26,9,-51
101,12.566666666666666,59,-3,54,-14
102,12.7,-19,18,51,-16
103,12.8,26,-20,12,-49
104,12.933333333333334,40,-14,59,-10
105,13.066666666666666,78,0,11,-47
106,13.2,30,-19,49,-14
107,13.333333333333334,22,-23,52,-14
108,13.466666666666667,24,-23,48,-15
109,13.6,83,0,49,-15
110,13.733333333333333,22,-24,60,-11
111,13.833333333333334,-55,3,50,-17
112,13.966666666666667,-73,3,57,-11
113,14.1,31,-18,60,-10
114,14.233333333333333,84,0,62,-10
115,14.333333333333334,23,-22,61,-10
116,14.466666666666667,19,-23,59,-12
117,14.6,19,-24,63,-10
118,14.733333333333333,19,-23,63,-9
119,14.833333333333334,76,1,58,-11
120,14.966666666666667,31,-19,57,-12
121,15.1,29,-19,57,-11
122,15.233333333333333,26,-20,58,-11
123,15.333333333333334,24,-23,58,-11
124,15.466666666666667,26,-20,57,-13
125,15.6,21,-23,50,-16
126,15.733333333333333,32,-18,49,-18
127,15.833333333333334,32,-18,37,-24
128,15.966666666666667,34,-17,52,-16
129,16.1,33,-17,13,-44
130,16.233333333333334,40,-15,-31,22
131,16.366666666666667,32,-19,11,-44
132,16.5,23,-22,-1,-62
133,16.6,17,-27,7,-46
134,16.733333333333334,31,-2,13,-42
135,16.866666666666667,22,-24,9,-46
136,17.0,32,-18,8,-52
137,17.1,26,-23,10,-50
138,17.233333333333334,-73,-15,6,-50
139,17.366666666666667,61,-5,9,-51
140,17.5,-1,-32,7,-52
141,17.6,0,33,7,-53
142,17.733333333333334,-6,35,8,-52
143,17.866666666666667,-2,43,5,-53
144,18.0,-16,37,7,-54
145,18.1,-9,40,10,-51
146,18.233333333333334,-12,38,8,-51
147,18.366666666666667,-10,42,9,-48
148,18.5,-15,38,11,-45
149,18.6,-14,36,8,-52
150,18.733333333333334,-16,11,8,-48
151,18.866666666666667,-15,24,5,-51
152,19.0,11,-30,3,-48
153,19.1,-17,32,5,-50
154,19.233333333333334,-16,35,6,-48
155,19.366666666666667,-12,38,5,-47
156,19.5,-15,35,5,-49
