,time_elapsed (s),left angle vertical,left angle horizontal,right angle vertical,right angle horizontal
0,0.1,-1,47,8,-46
1,0.2,-2,46,11,-45
2,0.3333333333333333,-3,46,9,-46
3,0.43333333333333335,-1,44,8,-47
4,0.5666666666666667,-1,46,8,-47
5,0.7,-1,45,8,-47
6,0.8,0,45,8,-47
7,0.9333333333333333,-4,41,8,-47
8,1.0666666666666667,-1,43,7,-48
9,1.1666666666666667,-3,42,7,-47
10,1.3,-1,44,8,-47
11,1.4333333333333333,-4,40,6,-49
12,1.5666666666666667,-4,38,7,-48
13,1.6666666666666667,-5,39,8,-47
14,1.8,-9,33,8,-46
15,1.9333333333333333,-8,38,8,-47
16,2.0666666666666664,-7,39,7,-48
17,2.1666666666666665,-8,38,8,-47
18,2.2666666666666666,-6,39,8,-47
19,2.3666666666666667,-5,39,7,-47
20,2.466666666666667,-9,36,7,-48
21,2.6,-6,39,8,-47
22,2.7,-8,42,8,-47
23,2.8333333333333335,-7,41,8,-47
24,2.966666666666667,-7,42,8,-47
25,3.1,-6,41,8,-48
26,3.2,-6,41,6,-49
27,3.3333333333333335,-8,38,7,-47
28,3.466666666666667,-7,38,8,-46
29,3.6,-7,39,7,-47
30,3.7333333333333334,-5,42,9,-46
31,3.8333333333333335,-5,44,6,-49
32,3.966666666666667,-8,43,6,-50
33,4.1,-9,41,6,-51
34,4.2,-13,40,5,-51
35,4.333333333333333,-10,40,5,-51
36,4.433333333333334,-12,37,7,-49
37,4.566666666666666,-5,44,12,-47
38,4.666666666666667,-8,42,4,-53
39,4.8,-9,40,4,-53
40,4.9,-8,41,4,-53
41,5.033333333333333,-6,43,4,-56
42,5.166666666666667,-6,47,4,-56
43,5.3,-4,51,4,-56
44,5.4,-7,51,4,-56
45,5.533333333333333,-7,49,4,-56
46,5.666666666666667,-9,49,4,-56
47,5.8,-8,51,4,-56
48,5.9,-8,51,4,-56
49,6.033333333333333,-8,51,4,-56
50,6.166666666666667,-9,50,4,-56
51,6.3,-8,51,4,-56
52,6.4,-7,51,4,-56
53,6.533333333333333,-7,51,4,-56
54,6.666666666666667,-7,52,15,-40
55,6.8,-7,53,16,-41
56,6.933333333333334,-7,51,14,-43
57,7.066666666666666,-5,52,12,-46
58,7.166666666666667,-4,53,11,-47
59,7.3,-4,52,13,-45
60,7.433333333333334,-5,51,12,-45
61,7.566666666666666,-9,48,11,-47
62,7.666666666666667,-8,46,13,-46
63,7.8,-6,47,13,-46
64,7.933333333333334,-8,45,13,-45
65,8.066666666666666,-8,44,12,-46
66,8.2,-8,45,12,-47
67,8.3,-7,46,11,-47
68,8.433333333333334,-7,45,11,-47
69,8.566666666666666,-7,46,11,-47
70,8.7,-8,45,12,-47
71,8.8,-6,47,12,-46
72,8.933333333333334,-7,45,13,-46
73,9.066666666666666,-7,46,12,-47
74,9.2,-7,45,12,-46
75,9.3,-6,46,12,-46
76,9.433333333333334,-6,47,12,-46
77,9.566666666666666,-8,46,14,-44
78,9.7,-7,46,12,-45
79,9.8,-6,47,13,-44
80,9.933333333333334,-7,47,11,-47
81,10.066666666666666,-6,49,10,-48
82,10.2,-7,47,9,-48
83,10.3,-4,48,11,-45
84,10.433333333333334,-5,46,13,-44
85,10.566666666666666,-6,44,12,-43
86,10.7,-9,40,12,-45
87,10.8,-11,38,26,-25
88,10.933333333333334,-8,42,11,-45
89,11.066666666666666,-7,44,11,-46
90,11.2,-8,42,41,-22
91,11.3,-5,42,36,-23
92,11.433333333333334,-6,44,42,-22
93,11.566666666666666,-6,39,40,-23
94,11.7,-6,40,12,-45
95,11.8,-9,37,19,-40
96,11.933333333333334,-4,44,12,-45
97,12.066666666666666,-4,44,13,-45
98,12.2,22,-33,13,-44
99,12.3,25,-22,14,-44
100,12.433333333333334,-55,15,15,-43
101,12.566666666666666,22,-19,13,-44
102,12.7,31,-24,13,-44
103,12.8,-9,38,12,-45
104,12.933333333333334,28,-26,9,-49
105,13.066666666666666,-8,51,9,-49
106,13.2,-13,48,9,-49
107,13.333333333333334,-14,48,9,-49
108,13.466666666666667,-14,45,9,-49
109,13.6,24,-33,9,-49
110,13.733333333333333,-12,46,9,-49
111,13.833333333333334,-7,49,9,-49
112,13.966666666666667,-16,41,9,-49
113,14.1,-13,45,9,-49
114,14.233333333333333,-13,45,9,-49
115,14.333333333333334,-13,45,9,-49
116,14.466666666666667,-13,45,9,-49
117,14.6,27,-29,9,-49
118,14.733333333333333,24,-31,9,-47
119,14.833333333333334,25,-31,12,-46
120,14.966666666666667,26,-29,11,-46
121,15.1,20,-34,13,-44
122,15.233333333333333,30,-26,14,-41
123,15.333333333333334,30,-28,12,-43
124,15.466666666666667,23,-34,15,-41
125,15.6,28,-28,15,-43
126,15.733333333333333,-10,47,12,-47
127,15.833333333333334,23,-31,12,-46
128,15.966666666666667,19,-36,12,-46
129,16.1,30,-26,12,-46
130,16.233333333333334,25,-28,8,-49
131,16.366666666666667,19,-35,12,-45
132,16.5,23,-31,10,-47
133,16.6,25,-29,10,-46
134,16.733333333333334,24,-30,12,-45
135,16.866666666666667,26,-28,11,-46
