,time_elapsed (s),left angle vertical,left angle horizontal,right angle vertical,right angle horizontal
0,0.1,-9,8,5,-48
1,0.2,-12,23,5,-46
2,0.3333333333333333,0,-5,5,-46
3,0.43333333333333335,0,5,5,-46
4,0.5666666666666667,-75,-7,6,-45
5,0.7,-20,-21,8,-44
6,0.8,-11,-33,3,-48
7,0.9333333333333333,-19,-17,2,-47
8,1.0666666666666667,-7,-36,1,-46
9,1.1666666666666667,-6,-37,2,-47
10,1.3,-4,-35,2,-47
11,1.4333333333333333,-8,-38,3,-47
12,1.5666666666666667,-10,-41,2,-47
13,1.6666666666666667,-23,-22,4,-46
14,1.8,-16,-17,9,-42
15,1.9333333333333333,-19,-15,5,-48
16,2.0666666666666664,-13,-36,6,-47
17,2.1666666666666665,-18,-32,6,-49
18,2.2666666666666666,-8,-39,7,-48
19,2.3666666666666667,-8,-40,7,-48
20,2.466666666666667,-9,-40,5,-49
21,2.6,-10,-38,7,-47
22,2.7,-1,9,5,-50
23,2.8333333333333335,-17,-20,4,-50
24,2.966666666666667,-10,-24,5,-50
25,3.1,-8,3,8,-50
26,3.2,-7,35,8,-49
27,3.3333333333333335,-8,41,7,-50
28,3.466666666666667,-4,48,6,-50
29,3.6,-5,47,5,-50
30,3.7333333333333334,-6,43,4,-51
31,3.8333333333333335,-7,37,3,-53
32,3.966666666666667,-10,32,5,-50
33,4.1,-9,28,3,-51
34,4.2,-59,-1,2,-53
35,4.333333333333333,90,-3,3,-52
36,4.433333333333334,-2,-18,4,-51
37,4.566666666666666,-8,28,5,-52
38,4.666666666666667,-10,27,6,-51
39,4.8,-10,26,7,-50
40,4.9,-12,30,6,-50
41,5.033333333333333,-12,30,6,-50
42,5.166666666666667,-12,28,6,-50
43,5.3,-14,29,5,-50
44,5.4,-14,24,5,-50
45,5.533333333333333,-13,28,0,-56
46,5.666666666666667,-12,27,6,-51
47,5.8,-13,31,5,-50
48,5.9,-9,27,7,-50
49,6.033333333333333,-11,19,6,-50
50,6.166666666666667,-11,25,6,-49
51,6.3,-9,17,6,-50
52,6.4,-11,28,5,-50
53,6.533333333333333,-9,26,7,-49
54,6.666666666666667,-8,12,6,-49
55,6.8,-10,30,6,-49
56,6.933333333333334,-7,25,5,-50
57,7.066666666666666,-12,11,6,-49
58,7.166666666666667,-13,13,7,-48
59,7.3,-7,22,7,-49
60,7.433333333333334,-9,20,8,-49
61,7.566666666666666,-9,20,8,-49
62,7.666666666666667,-9,17,3,-48
63,7.8,-12,11,8,-48
64,7.933333333333334,-9,28,8,-48
