,time_elapsed (s),left angle vertical,left angle horizontal,right angle vertical,right angle horizontal
0,0.1,7,-39,14,-40
1,0.2,12,-34,11,-42
2,0.3333333333333333,14,-34,14,-41
3,0.43333333333333335,13,-35,13,-42
4,0.5666666666666667,7,-42,14,-41
5,0.7,9,-38,15,-40
6,0.8,9,-37,15,-41
7,0.9333333333333333,10,-38,15,-40
8,1.0666666666666667,7,-40,14,-40
9,1.1666666666666667,13,-34,13,-40
10,1.3,16,-32,13,-40
11,1.4333333333333333,10,-37,14,-41
12,1.5666666666666667,-15,33,14,-40
13,1.6666666666666667,13,-34,13,-41
14,1.8,7,-39,11,-44
15,1.9333333333333333,4,-39,11,-44
16,2.0666666666666664,12,-34,12,-43
17,2.1666666666666665,11,-36,12,-43
18,2.2666666666666666,11,-35,11,-44
19,2.3666666666666667,8,-39,11,-44
20,2.466666666666667,18,-31,11,-44
21,2.6,10,-37,10,-45
22,2.7,11,-36,13,-41
23,2.8333333333333335,14,-32,11,-43
24,2.966666666666667,7,-38,10,-46
25,3.1,-13,37,10,-46
26,3.2,-11,38,12,-44
27,3.3333333333333335,-11,38,14,-43
28,3.466666666666667,-11,38,14,-43
29,3.6,-19,31,16,-41
30,3.7333333333333334,-19,31,14,-43
31,3.8333333333333335,-19,31,16,-39
32,3.966666666666667,-19,31,17,-39
33,4.1,-19,31,17,-40
34,4.2,-19,31,16,-41
35,4.333333333333333,-19,31,18,-38
36,4.433333333333334,-19,31,16,-40
37,4.566666666666666,-19,31,14,-42
38,4.666666666666667,-19,31,16,-41
39,4.8,-19,31,16,-40
40,4.9,-19,31,17,-40
41,5.033333333333333,-19,31,17,-40
42,5.166666666666667,-19,31,17,-40
43,5.3,-19,31,16,-40
44,5.4,-19,31,17,-39
45,5.533333333333333,-19,31,17,-40
46,5.666666666666667,-19,31,17,-40
47,5.8,14,-41,17,-40
48,5.9,14,-41,17,-40
49,6.033333333333333,14,-41,17,-39
50,6.166666666666667,14,-41,17,-39
51,6.3,14,-41,17,-40
52,6.4,14,-41,16,-41
53,6.533333333333333,14,-41,15,-43
54,6.666666666666667,14,-41,16,-42
55,6.8,14,-41,17,-41
56,6.933333333333334,14,-41,17,-39
57,7.066666666666666,-12,37,15,-42
58,7.166666666666667,-13,38,6,-48
59,7.3,-15,36,16,-41
60,7.433333333333334,-14,36,16,-43
61,7.566666666666666,-13,38,17,-40
62,7.666666666666667,-15,36,16,-41
63,7.8,-14,37,15,-42
64,7.933333333333334,-14,38,16,-41
65,8.066666666666666,-15,38,16,-40
66,8.2,-13,39,15,-42
67,8.3,-14,38,15,-42
68,8.433333333333334,-15,37,15,-42
69,8.566666666666666,-15,36,16,-41
70,8.7,-14,35,16,-41
71,8.8,-13,37,15,-42
72,8.933333333333334,-14,38,12,-44
73,9.066666666666666,-15,37,-21,36
74,9.2,-13,39,-10,43
75,9.3,-11,41,-14,31
76,9.433333333333334,-11,40,-26,22
77,9.566666666666666,-11,41,-30,19
78,9.7,-12,39,-22,27
79,9.8,-12,39,16,-40
80,9.933333333333334,-12,40,53,-11
81,10.066666666666666,-11,40,53,-10
82,10.2,-13,39,51,-12
83,10.3,-15,38,57,-10
84,10.433333333333334,-14,38,51,-11
85,10.566666666666666,-13,38,-11,32
86,10.7,-14,37,-30,22
87,10.8,-11,40,-42,10
88,10.933333333333334,-13,39,-31,20
89,11.066666666666666,-13,39,-28,15
90,11.2,-13,39,17,-40
91,11.3,-13,39,-30,14
92,11.433333333333334,-14,37,-10,46
93,11.566666666666666,-16,35,16,-41
94,11.7,-16,35,15,-42
95,11.8,-12,39,15,-42
96,11.933333333333334,-13,38,17,-40
97,12.066666666666666,-12,38,14,-44
98,12.2,-12,38,13,-43
99,12.3,-13,38,15,-42
100,12.433333333333334,-13,38,17,-39
101,12.566666666666666,-14,37,16,-41
102,12.7,-16,35,16,-41
103,12.8,-12,37,15,-42
104,12.933333333333334,-12,37,13,-44
105,13.066666666666666,-16,36,13,-44
106,13.2,-14,39,13,-44
107,13.333333333333334,-14,38,-22,19
108,13.466666666666667,-11,43,-22,19
109,13.6,-8,46,-22,19
110,13.733333333333333,-8,46,-22,19
111,13.833333333333334,-8,45,-15,37
112,13.966666666666667,-10,44,-15,37
113,14.1,-9,45,-15,37
114,14.233333333333333,-9,45,-15,37
115,14.333333333333334,-10,45,-26,22
116,14.466666666666667,-10,44,-25,25
117,14.6,-10,44,-25,22
118,14.733333333333333,-10,44,-23,24
119,14.833333333333334,-10,43,10,-52
120,14.966666666666667,-11,43,9,-53
121,15.1,-10,43,-21,28
122,15.233333333333333,-10,44,-20,29
123,15.333333333333334,-11,44,-21,27
124,15.466666666666667,-9,45,-12,31
125,15.6,-9,45,-12,34
126,15.733333333333333,-10,44,-12,36
127,15.833333333333334,-10,45,-12,36
128,15.966666666666667,-10,45,-11,40
129,16.1,-10,44,-10,42
130,16.233333333333334,-12,42,-11,39
131,16.366666666666667,-11,43,-13,37
132,16.5,-10,45,-11,38
133,16.6,-9,46,-10,39
134,16.733333333333334,-9,46,-10,39
135,16.866666666666667,-9,47,-10,37
136,17.0,-9,47,-11,35
137,17.1,-8,47,-14,37
138,17.233333333333334,-7,49,-15,35
139,17.366666666666667,-5,53,-14,35
140,17.5,-1,56,-15,34
141,17.6,-1,59,-16,33
142,17.733333333333334,-3,55,-14,35
143,17.866666666666667,-3,57,-14,35
144,18.0,-1,59,-8,36
145,18.1,-1,59,-8,39
146,18.233333333333334,-2,59,-11,38
147,18.366666666666667,-2,59,-11,40
148,18.5,-1,60,-10,39
149,18.6,-1,59,-11,36
150,18.733333333333334,0,60,-12,37
151,18.866666666666667,-1,60,-11,37
152,19.0,-1,59,-15,32
153,19.1,-2,58,-18,30
154,19.233333333333334,-1,59,9,-49
155,19.366666666666667,-2,59,13,-45
156,19.5,-2,58,15,-43
157,19.6,-2,57,-13,40
158,19.733333333333334,-2,57,-12,38
159,19.866666666666667,-1,58,13,-44
160,20.0,-1,58,13,-44
161,20.1,-1,57,-18,35
162,20.233333333333334,-2,57,-16,36
163,20.366666666666667,-3,53,13,-43
164,20.5,-2,54,12,-45
165,20.6,-5,48,-27,26
166,20.733333333333334,-15,41,-15,33
167,20.866666666666667,-13,38,13,-45
168,21.0,-12,38,-6,39
169,21.1,-13,37,17,-39
170,21.233333333333334,-8,40,13,-44
171,21.366666666666667,-7,40,14,-45
172,21.5,-9,39,-18,31
173,21.6,-17,32,15,-43
174,21.733333333333334,-12,37,-23,31
175,21.866666666666667,-13,37,-26,28
176,22.0,-15,34,14,-44
177,22.1,-14,34,14,-43
178,22.233333333333334,-14,35,14,-43
179,22.366666666666667,-15,35,14,-42
180,22.5,-16,35,-30,21
181,22.6,-17,35,14,-43
182,22.733333333333334,-16,36,15,-44
183,22.866666666666667,-16,33,14,-43
184,23.0,-23,29,-31,23
185,23.1,-16,33,-27,27
186,23.233333333333334,-15,33,-27,28
187,23.366666666666667,-16,34,-26,28
188,23.5,-12,38,-4,43
189,23.6,-12,40,14,-43
190,23.733333333333334,-12,39,14,-43
191,23.866666666666667,-14,39,15,-42
192,24.0,-13,38,15,-41
193,24.1,-14,39,-24,30
194,24.233333333333334,-13,39,-28,26
195,24.366666666666667,-13,39,13,-45
196,24.5,-13,39,13,-45
197,24.6,-13,39,-33,15
198,24.733333333333334,-15,38,-87,-6
199,24.866666666666667,-13,38,67,-10
200,25.0,-13,39,56,-12
201,25.1,-13,38,56,-12
202,25.233333333333334,-15,38,48,-12
203,25.366666666666667,-17,37,12,-44
