,time_elapsed (s),left angle vertical,left angle horizontal,right angle vertical,right angle horizontal
0,0.1,7,-41,21,-36
1,0.2,8,-42,17,-39
2,0.3333333333333333,7,-43,17,-38
3,0.43333333333333335,7,-41,17,-37
4,0.5666666666666667,7,-38,10,-44
5,0.7,9,-39,9,-45
6,0.8,10,-36,6,-48
7,0.9333333333333333,3,-41,4,-48
8,1.0666666666666667,8,-40,8,-45
9,1.1666666666666667,7,-43,6,-46
10,1.3,5,-43,8,-47
11,1.4333333333333333,6,-44,7,-48
12,1.5666666666666667,9,-37,6,-50
13,1.6666666666666667,5,-41,5,-55
14,1.8,7,-44,9,-53
15,1.9333333333333333,8,-44,9,-53
16,2.0666666666666664,7,-41,9,-53
17,2.1666666666666665,7,-41,9,-53
18,2.2666666666666666,9,-38,9,-53
19,2.3666666666666667,4,-43,8,-54
20,2.466666666666667,5,-42,8,-54
21,2.6,7,-40,8,-53
22,2.7,7,-37,6,-54
23,2.8333333333333335,5,-43,6,-52
24,2.966666666666667,6,-39,9,-47
25,3.1,4,-42,8,-45
26,3.2,7,-38,6,-46
27,3.3333333333333335,5,-45,6,-46
28,3.466666666666667,5,-40,9,-44
29,3.6,9,-34,9,-42
30,3.7333333333333334,5,-39,9,-42
31,3.8333333333333335,9,-37,9,-43
32,3.966666666666667,3,-43,12,-40
33,4.1,8,-38,9,-43
34,4.2,5,-43,11,-42
35,4.333333333333333,7,-41,11,-42
36,4.433333333333334,7,-43,10,-43
37,4.566666666666666,10,-39,7,-45
38,4.666666666666667,8,-39,9,-42
39,4.8,10,-41,11,-42
40,4.9,6,-44,10,-42
41,5.033333333333333,9,-43,10,-45
42,5.166666666666667,5,-43,9,-44
43,5.3,7,-38,10,-43
44,5.4,5,-45,10,-44
45,5.533333333333333,5,-47,10,-43
46,5.666666666666667,3,-45,12,-42
47,5.8,3,-46,8,-45
48,5.9,4,-45,9,-46
49,6.033333333333333,6,-44,6,-46
50,6.166666666666667,6,-42,7,-46
51,6.3,6,-42,9,-44
52,6.4,10,-37,9,-44
53,6.533333333333333,5,-42,12,-42
54,6.666666666666667,6,-42,14,-40
55,6.8,11,-36,14,-40
56,6.933333333333334,7,-39,14,-41
57,7.066666666666666,13,-33,13,-42
58,7.166666666666667,3,-44,13,-42
59,7.3,15,-32,13,-43
60,7.433333333333334,12,-35,14,-42
61,7.566666666666666,9,-36,14,-41
