,time_elapsed (s),left angle vertical,left angle horizontal,right angle vertical,right angle horizontal
0,0.1,-15,27,2,-35
1,0.2,-15,28,-2,-41
2,0.3333333333333333,-12,19,1,-41
3,0.43333333333333335,17,-17,0,-43
4,0.5666666666666667,-11,17,3,-40
5,0.7,-9,21,4,-42
6,0.8,59,-7,7,-41
7,0.9333333333333333,-19,1,7,-41
8,1.0666666666666667,39,1,3,-43
9,1.1666666666666667,-5,16,3,-42
10,1.3,-5,14,3,-43
11,1.4333333333333333,-2,25,2,-43
12,1.5666666666666667,-6,5,3,-42
13,1.6666666666666667,0,0,5,-40
14,1.8,-6,28,6,-40
15,1.9333333333333333,-9,23,4,-42
16,2.0666666666666664,-11,16,7,-42
17,2.1666666666666665,-10,20,9,-41
18,2.2666666666666666,-8,15,9,-40
19,2.3666666666666667,-6,11,14,-37
20,2.466666666666667,-9,22,11,-41
21,2.6,-6,4,13,-42
22,2.7,-5,23,11,-45
23,2.8333333333333335,-9,0,13,-44
24,2.966666666666667,-9,21,10,-45
25,3.1,-11,17,9,-49
26,3.2,-11,21,10,-48
27,3.3333333333333335,-15,23,7,-50
28,3.466666666666667,-15,26,7,-50
29,3.6,-15,26,9,-50
30,3.7333333333333334,-17,24,9,-47
31,3.8333333333333335,-15,24,10,-46
32,3.966666666666667,-11,36,12,-44
33,4.1,-6,44,11,-45
34,4.2,-8,41,12,-45
35,4.333333333333333,-8,42,12,-46
36,4.433333333333334,-9,39,13,-45
37,4.566666666666666,-11,35,12,-46
38,4.666666666666667,-9,36,12,-46
39,4.8,-8,38,11,-46
40,4.9,-9,40,12,-46
41,5.033333333333333,-4,-62,11,-46
42,5.166666666666667,-19,40,11,-46
43,5.3,-6,52,11,-46
44,5.4,-16,44,13,-43
45,5.533333333333333,0,-56,16,-39
46,5.666666666666667,-6,53,-6,44
47,5.8,-6,54,-24,33
48,5.9,-5,54,-22,37
49,6.033333333333333,-7,52,-19,38
50,6.166666666666667,-6,51,-29,24
51,6.3,-10,44,-28,25
52,6.4,-10,41,-82,2
53,6.533333333333333,-7,42,68,-4
54,6.666666666666667,-3,46,-89,1
55,6.8,-4,45,79,-2
56,6.933333333333334,-4,46,-77,5
57,7.066666666666666,-5,45,-78,5
58,7.166666666666667,-6,44,-71,6
59,7.3,-5,45,-16,41
60,7.433333333333334,-6,43,6,-51
61,7.566666666666666,-7,43,7,-49
62,7.666666666666667,-4,45,15,-42
63,7.8,-7,43,16,-41
64,7.933333333333334,-8,43,-3,-61
65,8.066666666666666,-8,43,15,-41
66,8.2,-8,42,-26,35
67,8.3,-7,43,-4,-61
68,8.433333333333334,-6,44,-21,36
69,8.566666666666666,-5,43,15,-42
70,8.7,-8,42,16,-41
71,8.8,-8,43,16,-41
72,8.933333333333334,-8,43,15,-42
73,9.066666666666666,-8,41,15,-41
74,9.2,-8,41,16,-41
75,9.3,-9,41,14,-42
76,9.433333333333334,-8,41,16,-41
77,9.566666666666666,-10,41,17,-41
78,9.7,-10,41,16,-41
79,9.8,-7,42,15,-41
80,9.933333333333334,-8,41,15,-42
81,10.066666666666666,-7,40,15,-42
82,10.2,-8,39,16,-42
83,10.3,-8,40,16,-42
84,10.433333333333334,-5,43,14,-42
85,10.566666666666666,-13,37,16,-42
86,10.7,-9,40,15,-42
87,10.8,-13,35,16,-41
88,10.933333333333334,-12,36,17,-40
