,time_elapsed (s),left angle vertical,left angle horizontal,right angle vertical,right angle horizontal
0,0.1,-13,35,2,-49
1,0.2,-11,36,1,-51
2,0.3333333333333333,-13,34,1,-49
3,0.43333333333333335,-13,35,3,-46
4,0.5666666666666667,-13,36,0,-48
5,0.7,-13,34,0,-47
6,0.8,-14,34,-4,-49
7,0.9333333333333333,-14,31,-3,-48
8,1.0666666666666667,-14,33,0,-46
9,1.1666666666666667,-15,33,0,-47
10,1.3,-15,34,0,-47
11,1.4333333333333333,-11,37,2,-47
12,1.5666666666666667,-9,38,1,-48
13,1.6666666666666667,-14,33,1,-48
14,1.8,-16,33,1,-50
15,1.9333333333333333,-14,33,3,-48
16,2.0666666666666664,-17,34,0,-51
17,2.1666666666666665,-16,34,1,-51
18,2.2666666666666666,-15,33,1,-52
19,2.3666666666666667,-14,35,1,-52
20,2.466666666666667,-14,34,1,-52
21,2.6,-12,37,0,-51
22,2.7,-13,36,3,-50
23,2.8333333333333335,-11,37,2,-50
24,2.966666666666667,-11,35,2,-50
25,3.1,-9,36,4,-50
26,3.2,-10,35,3,-50
27,3.3333333333333335,-9,36,4,-48
28,3.466666666666667,-10,35,2,-50
29,3.6,-11,36,1,-52
30,3.7333333333333334,-12,34,0,-52
31,3.8333333333333335,-13,35,0,-51
32,3.966666666666667,-10,37,2,-51
33,4.1,-14,35,3,-51
34,4.2,-15,34,2,-51
35,4.333333333333333,-15,35,2,-51
36,4.433333333333334,-13,32,5,-50
37,4.566666666666666,-14,33,7,-49
38,4.666666666666667,-18,29,5,-52
39,4.8,-16,31,8,-49
40,4.9,-16,29,10,-48
41,5.033333333333333,-13,34,8,-50
42,5.166666666666667,-17,35,6,-51
43,5.3,-16,35,7,-51
44,5.4,-16,34,6,-50
45,5.533333333333333,-18,32,5,-51
46,5.666666666666667,-17,33,3,-53
47,5.8,-15,36,4,-53
48,5.9,-16,34,5,-52
49,6.033333333333333,-16,30,4,-52
50,6.166666666666667,-11,31,7,-50
51,6.3,-11,33,5,-51
52,6.4,-16,31,5,-52
53,6.533333333333333,-16,33,7,-49
54,6.666666666666667,-16,30,8,-49
55,6.8,-11,34,7,-50
56,6.933333333333334,-14,34,7,-51
57,7.066666666666666,-16,32,5,-52
58,7.166666666666667,-17,31,4,-52
59,7.3,-17,32,4,-51
60,7.433333333333334,-15,29,4,-51
61,7.566666666666666,-16,30,3,-52
62,7.666666666666667,-15,31,2,-52
63,7.8,-15,31,1,-53
64,7.933333333333334,-14,30,3,-51
65,8.066666666666666,-12,32,4,-48
66,8.2,-11,30,2,-50
67,8.3,-14,29,1,-51
68,8.433333333333334,-11,27,3,-51
69,8.566666666666666,-9,25,3,-51
70,8.7,-9,30,2,-51
71,8.8,-9,29,0,-51
72,8.933333333333334,-11,27,1,-52
73,9.066666666666666,-8,28,0,-53
74,9.2,-11,27,2,-53
75,9.3,-11,27,1,-54
76,9.433333333333334,-9,29,1,-55
77,9.566666666666666,-10,30,0,-56
78,9.7,-13,26,-2,-58
79,9.8,-14,26,-1,-56
80,9.933333333333334,-15,27,-2,-55
81,10.066666666666666,-12,29,0,-55
82,10.2,-15,33,1,-56
83,10.3,-16,32,2,-55
84,10.433333333333334,-15,31,2,-57
85,10.566666666666666,-16,27,4,-56
86,10.7,-12,31,3,-56
87,10.8,-16,26,5,-53
88,10.933333333333334,-14,28,5,-54
89,11.066666666666666,-15,31,9,-50
90,11.2,-14,33,13,-46
91,11.3,-14,32,14,-43
92,11.433333333333334,-6,-68,11,-45
93,11.566666666666666,-14,30,10,-45
94,11.7,-17,30,7,-47
95,11.8,-16,31,6,-49
96,11.933333333333334,-16,32,5,-52
97,12.066666666666666,-16,32,4,-53
98,12.2,-17,31,1,-55
99,12.3,7,-55,2,-56
100,12.433333333333334,-16,29,0,-58
101,12.566666666666666,-16,31,-24,34
102,12.7,-15,31,6,-53
103,12.8,-16,31,5,-54
104,12.933333333333334,-15,32,6,-53
105,13.066666666666666,-15,33,7,-53
106,13.2,-16,32,6,-52
107,13.333333333333334,-16,31,5,-53
108,13.466666666666667,-15,30,6,-52
109,13.6,-14,31,5,-54
110,13.733333333333333,-15,30,5,-54
111,13.833333333333334,-14,32,5,-55
112,13.966666666666667,-16,32,6,-52
113,14.1,-16,33,7,-53
114,14.233333333333333,-16,33,6,-52
115,14.333333333333334,-16,33,5,-55
116,14.466666666666667,-15,33,5,-53
117,14.6,-15,32,2,-55
118,14.733333333333333,-15,32,2,-55
119,14.833333333333334,-14,33,0,-56
120,14.966666666666667,-16,31,0,-54
121,15.1,-16,32,-1,-55
122,15.233333333333333,-16,32,0,-55
123,15.333333333333334,-16,32,0,-55
124,15.466666666666667,-16,32,0,-55
125,15.6,-16,32,0,-55
126,15.733333333333333,-16,32,0,-54
127,15.833333333333334,-16,32,1,-52
128,15.966666666666667,-14,31,0,-55
129,16.1,-15,32,1,-54
130,16.233333333333334,-16,31,0,-55
131,16.366666666666667,-15,34,-1,-56
132,16.5,-12,35,3,-54
133,16.6,-14,36,2,-54
134,16.733333333333334,-13,38,4,-53
135,16.866666666666667,-13,39,2,-55
136,17.0,-11,42,6,-52
137,17.1,-11,39,5,-52
138,17.233333333333334,-11,39,7,-51
139,17.366666666666667,-11,39,6,-52
140,17.5,-11,40,5,-52
141,17.6,-17,37,-19,28
142,17.733333333333334,-17,37,-15,40
143,17.866666666666667,-16,36,-19,40
144,18.0,-16,38,-22,33
145,18.1,-15,41,2,-55
146,18.233333333333334,-16,39,-4,-63
147,18.366666666666667,-15,41,6,-51
148,18.5,-15,40,6,-52
149,18.6,-17,37,6,-52
150,18.733333333333334,-16,37,6,-51
151,18.866666666666667,-15,38,6,-52
152,19.0,-16,37,7,-51
153,19.1,-15,38,6,-51
154,19.233333333333334,-18,36,7,-52
155,19.366666666666667,-17,36,-29,29
156,19.5,-17,37,-28,30
157,19.6,-17,37,-25,32
158,19.733333333333334,-16,37,-25,32
159,19.866666666666667,-16,37,7,-52
160,20.0,-17,36,6,-52
161,20.1,-16,37,7,-51
162,20.233333333333334,-16,38,7,-51
163,20.366666666666667,-17,36,-19,30
164,20.5,-15,37,7,-51
165,20.6,-15,37,-22,31
166,20.733333333333334,-15,37,7,-51
167,20.866666666666667,-15,38,-21,31
168,21.0,-17,37,-73,2
169,21.1,-15,38,8,-51
170,21.233333333333334,-15,38,83,-2
171,21.366666666666667,-14,38,58,-8
172,21.5,-14,38,69,-2
173,21.6,-16,35,67,-2
174,21.733333333333334,-16,37,52,-8
175,21.866666666666667,-16,37,5,-54
176,22.0,-17,36,42,-13
177,22.1,-15,37,36,-17
178,22.233333333333334,-15,37,6,-52
179,22.366666666666667,-17,36,6,-52
180,22.5,-16,36,6,-52
181,22.6,-15,37,7,-52
182,22.733333333333334,-17,36,7,-51
183,22.866666666666667,-16,37,6,-52
184,23.0,-17,36,6,-53
185,23.1,-17,37,7,-52
186,23.233333333333334,-18,36,6,-53
187,23.366666666666667,-17,36,8,-50
188,23.5,-17,36,7,-51
189,23.6,-17,37,7,-51
190,23.733333333333334,-17,36,6,-53
191,23.866666666666667,-18,36,6,-52
192,24.0,-17,36,30,-21
193,24.1,-19,35,26,-23
194,24.233333333333334,-17,37,39,-17
195,24.366666666666667,-17,36,7,-52
196,24.5,-16,36,42,-15
197,24.6,-15,37,42,-14
198,24.733333333333334,-16,37,8,-51
199,24.866666666666667,-17,37,8,-51
200,25.0,-16,37,9,-50
201,25.1,-17,36,8,-50
202,25.233333333333334,-16,36,39,-17
203,25.366666666666667,-16,37,35,-20
204,25.5,-17,36,42,-16
205,25.6,-14,37,6,-51
206,25.733333333333334,-14,39,8,-52
207,25.866666666666667,-15,39,42,-16
208,26.0,-16,36,8,-51
209,26.133333333333333,-14,37,30,-23
210,26.233333333333334,-17,37,7,-51
211,26.366666666666667,-17,36,6,-53
212,26.5,-16,37,7,-51
213,26.633333333333333,-15,37,20,-34
214,26.733333333333334,-16,38,5,-53
215,26.866666666666667,14,-45,5,-52
216,27.0,10,-47,6,-52
217,27.133333333333333,7,-50,6,-52
218,27.233333333333334,9,-48,7,-51
219,27.366666666666667,25,-27,7,-51
220,27.5,21,-26,6,-52
221,27.633333333333333,25,-31,6,-52
222,27.733333333333334,-12,39,7,-52
223,27.866666666666667,-12,38,5,-53
224,28.0,-13,37,5,-53
225,28.133333333333333,-11,38,6,-51
226,28.233333333333334,13,-45,5,-52
227,28.366666666666667,21,-33,6,-52
228,28.5,-10,43,6,-52
229,28.633333333333333,10,-41,8,-51
230,28.733333333333334,8,-41,7,-52
231,28.866666666666667,-14,37,8,-51
232,29.0,-13,37,8,-52
233,29.133333333333333,-14,37,8,-51
234,29.233333333333334,-13,37,7,-52
235,29.366666666666667,-15,37,6,-53
236,29.5,-15,37,5,-53
237,29.633333333333333,-13,39,5,-53
238,29.733333333333334,-13,36,6,-53
239,29.866666666666667,-17,31,3,-54
240,30.0,-17,26,5,-54
241,30.133333333333333,-17,27,2,-54
242,30.233333333333334,-16,27,3,-55
243,30.366666666666667,-16,27,1,-56
244,30.5,-16,27,-1,-56
245,30.633333333333333,-17,27,0,-54
246,30.733333333333334,-14,28,0,-54
247,30.866666666666667,-15,28,2,-52
248,31.0,-16,27,1,-51
249,31.133333333333333,-15,28,2,-52
250,31.233333333333334,-14,28,0,-53
251,31.366666666666667,-13,29,1,-52
252,31.5,-15,29,1,-51
253,31.633333333333333,-16,26,1,-52
254,31.733333333333334,-15,24,1,-53
255,31.866666666666667,-15,26,1,-53
256,32.0,-16,23,1,-53
257,32.1,-10,21,0,-54
258,32.2,-25,22,0,-55
259,32.333333333333336,-13,22,1,-55
260,32.46666666666667,-15,28,0,-54
261,32.6,-12,36,0,-55
262,32.7,-14,38,1,-54
263,32.833333333333336,-17,35,3,-54
264,32.96666666666667,-13,39,2,-55
265,33.1,-10,41,4,-54
266,33.2,-18,35,7,-53
267,33.333333333333336,-16,37,5,-54
268,33.46666666666667,-13,38,4,-54
269,33.6,-12,40,7,-52
270,33.7,-14,39,5,-53
271,33.833333333333336,-11,40,5,-54
272,33.96666666666667,-13,38,5,-56
273,34.1,-11,40,4,-55
274,34.2,-14,39,6,-54
275,34.333333333333336,-13,40,4,-56
276,34.46666666666667,-13,39,5,-54
277,34.6,-13,38,5,-55
278,34.7,-12,38,4,-55
279,34.833333333333336,-11,40,5,-54
280,34.96666666666667,-15,36,4,-56
281,35.1,-15,38,2,-56
282,35.2,-11,40,3,-56
283,35.333333333333336,-15,45,2,-57
284,35.46666666666667,-20,41,2,-58
285,35.6,-13,38,1,-59
286,35.7,-12,40,4,-58
287,35.833333333333336,-13,37,2,-60
288,35.96666666666667,-12,38,5,-54
289,36.1,-10,40,3,-55
290,36.2,-11,38,3,-56
291,36.333333333333336,-13,37,3,-56
292,36.46666666666667,-13,38,4,-55
293,36.6,-10,39,4,-54
294,36.7,-10,39,4,-54
295,36.833333333333336,-11,38,5,-53
296,36.96666666666667,-12,34,3,-56
297,37.1,3,-44,3,-55
298,37.2,-2,-58,3,-55
299,37.333333333333336,4,-52,4,-54
300,37.46666666666667,4,-52,5,-53
301,37.6,47,-22,5,-52
302,37.7,44,-23,6,-52
303,37.833333333333336,51,-19,5,-52
