,time_elapsed (s),left angle vertical,left angle horizontal,right angle vertical,right angle horizontal
0,0.1,-25,14,7,-36
1,0.2,-34,5,6,-37
2,0.3333333333333333,-60,-4,7,-34
3,0.43333333333333335,-30,14,12,-31
4,0.5666666666666667,-26,18,10,-32
5,0.7,-27,16,11,-30
6,0.8,-32,14,12,-32
7,0.9333333333333333,-31,15,8,-33
8,1.0666666666666667,-28,15,7,-33
9,1.1666666666666667,-31,13,7,-36
10,1.3,-32,11,11,-32
11,1.4333333333333333,-27,14,11,-36
12,1.5666666666666667,-25,14,13,-33
13,1.6666666666666667,-28,13,13,-34
14,1.8,-26,16,12,-35
15,1.9333333333333333,-26,14,12,-35
16,2.0666666666666664,-23,12,18,-31
17,2.1666666666666665,-21,10,11,-34
18,2.2666666666666666,-24,12,12,-35
19,2.3666666666666667,-22,14,13,-34
20,2.466666666666667,-20,13,13,-34
21,2.6,-23,18,13,-34
22,2.7,-23,3,13,-34
23,2.8333333333333335,-21,18,18,-32
24,2.966666666666667,77,-10,13,-36
25,3.1,81,-7,13,-33
26,3.2,62,-13,13,-34
27,3.3333333333333335,71,-9,15,-31
28,3.466666666666667,51,-17,13,-33
29,3.6,76,-6,12,-33
30,3.7333333333333334,74,-7,14,-32
31,3.8333333333333335,58,-11,11,-33
32,3.966666666666667,58,-11,12,-33
33,4.1,58,-11,14,-36
34,4.2,58,-11,14,-38
35,4.333333333333333,58,-11,15,-37
36,4.433333333333334,58,-11,16,-36
37,4.566666666666666,87,-2,15,-36
38,4.666666666666667,67,-9,18,-34
39,4.8,65,-11,18,-36
40,4.9,66,-9,19,-34
41,5.033333333333333,64,-10,16,-35
42,5.166666666666667,51,-14,18,-34
43,5.3,36,-20,18,-34
44,5.4,51,-14,16,-37
45,5.533333333333333,41,-18,19,-33
46,5.666666666666667,48,-15,19,-34
47,5.8,70,-6,17,-36
48,5.9,-15,20,17,-36
49,6.033333333333333,-25,20,16,-38
50,6.166666666666667,-19,24,15,-39
51,6.3,-19,23,15,-40
52,6.4,-22,19,15,-41
53,6.533333333333333,-21,22,13,-44
54,6.666666666666667,-14,38,11,-47
55,6.8,-14,36,10,-46
56,6.933333333333334,-11,39,11,-46
57,7.066666666666666,-20,32,14,-43
58,7.166666666666667,-14,34,13,-45
59,7.3,-18,34,13,-44
60,7.433333333333334,-19,33,14,-43
61,7.566666666666666,-13,39,15,-42
62,7.666666666666667,-16,35,14,-44
63,7.8,-12,38,14,-43
64,7.933333333333334,-16,38,15,-41
65,8.066666666666666,-14,38,14,-42
66,8.2,-16,37,14,-43
67,8.3,-16,37,11,-45
68,8.433333333333334,-13,37,11,-46
69,8.566666666666666,-15,37,10,-47
70,8.7,-17,35,10,-48
71,8.8,-14,35,12,-45
72,8.933333333333334,-14,37,14,-44
73,9.066666666666666,-14,33,13,-45
74,9.2,-26,21,12,-45
75,9.3,36,-18,11,-46
76,9.433333333333334,37,-18,10,-46
77,9.566666666666666,22,-26,11,-46
78,9.7,-17,34,11,-45
79,9.8,-12,33,11,-46
80,9.933333333333334,-6,20,10,-46
81,10.066666666666666,-20,32,-23,21
82,10.2,-6,32,19,-34
83,10.3,-12,38,20,-30
84,10.433333333333334,-9,37,12,-45
85,10.566666666666666,1,-54,24,-28
86,10.7,-13,37,14,-43
87,10.8,-14,37,9,-48
