,time_elapsed (s),left angle vertical,left angle horizontal,right angle vertical,right angle horizontal
0,0.1,-11,38,5,-50
1,0.2,-11,37,4,-50
2,0.3333333333333333,-7,34,2,-52
3,0.43333333333333335,-9,37,3,-51
4,0.5666666666666667,-9,37,3,-51
5,0.7,-5,35,4,-52
6,0.8,-11,36,4,-51
7,0.9333333333333333,-4,25,4,-51
8,1.0666666666666667,-6,28,3,-52
9,1.1666666666666667,-8,34,1,-53
10,1.3,-11,35,0,-54
11,1.4333333333333333,3,-30,0,-45
12,1.5666666666666667,-13,35,0,-56
13,1.6666666666666667,-8,28,-2,-54
14,1.8,-12,33,0,-55
15,1.9333333333333333,-6,18,0,-55
16,2.0666666666666664,-7,18,-4,-56
17,2.1666666666666665,-17,-25,-2,-55
18,2.2666666666666666,0,-39,0,-56
19,2.3666666666666667,-14,7,-1,-54
20,2.466666666666667,0,-33,-1,-56
21,2.6,26,-7,-1,-55
22,2.7,-10,-17,-1,-56
23,2.8333333333333335,4,-41,1,-54
24,2.966666666666667,6,-38,4,-53
25,3.1,6,-38,3,-54
26,3.2,6,-36,6,-52
27,3.3333333333333335,1,-49,8,-51
28,3.466666666666667,6,-46,6,-53
29,3.6,6,-46,7,-53
30,3.7333333333333334,6,-46,7,-53
31,3.8333333333333335,6,-46,8,-51
32,3.966666666666667,6,-46,9,-51
33,4.1,6,-46,5,-54
34,4.2,6,-46,7,-52
35,4.333333333333333,6,-46,7,-52
36,4.433333333333334,6,-46,5,-52
37,4.566666666666666,6,-46,7,-52
38,4.666666666666667,6,-46,7,-51
39,4.8,6,-46,7,-51
40,4.9,6,-46,7,-51
41,5.033333333333333,6,-46,8,-51
42,5.166666666666667,6,-46,8,-52
43,5.3,6,-46,8,-50
44,5.4,6,-46,9,-50
45,5.533333333333333,6,-46,9,-50
46,5.666666666666667,6,-46,7,-51
47,5.8,6,-46,7,-52
48,5.9,6,-46,6,-53
49,6.033333333333333,6,-46,4,-53
50,6.166666666666667,6,-46,4,-54
51,6.3,6,-46,6,-52
52,6.4,6,-46,4,-51
53,6.533333333333333,6,-46,1,-53
54,6.666666666666667,6,-46,3,-49
55,6.8,6,-46,0,-53
56,6.933333333333334,6,-46,1,-53
57,7.066666666666666,6,-46,4,-50
58,7.166666666666667,6,-46,6,-48
59,7.3,6,-46,4,-50
60,7.433333333333334,6,-46,3,-51
61,7.566666666666666,6,-46,4,-50
62,7.666666666666667,6,-46,3,-49
63,7.8,6,-46,2,-52
64,7.933333333333334,6,-46,2,-53
65,8.066666666666666,6,-46,3,-52
66,8.2,6,-46,4,-52
67,8.3,6,-46,5,-51
68,8.433333333333334,6,-46,6,-49
69,8.566666666666666,6,-46,5,-49
70,8.7,6,-46,5,-51
71,8.8,6,-46,6,-50
72,8.933333333333334,6,-46,6,-50
73,9.066666666666666,6,-46,5,-52
74,9.2,6,-46,5,-53
75,9.3,6,-46,4,-52
76,9.433333333333334,6,-46,4,-52
77,9.566666666666666,6,-46,2,-53
78,9.7,6,-46,1,-51
79,9.8,6,-46,1,-55
80,9.933333333333334,6,-46,0,-54
81,10.066666666666666,6,-46,0,-56
82,10.2,6,-46,1,-54
83,10.3,6,-46,1,-54
84,10.433333333333334,6,-46,0,-55
85,10.566666666666666,6,-46,0,-54
86,10.7,6,-46,0,-52
87,10.8,6,-46,0,-51
88,10.933333333333334,6,-46,0,-54
89,11.066666666666666,6,-46,0,-54
90,11.2,6,-46,0,-53
91,11.3,6,-46,1,-53
92,11.433333333333334,6,-46,0,-52
93,11.566666666666666,6,-46,1,-52
94,11.7,6,-46,0,-52
95,11.8,6,-46,0,-52
96,11.933333333333334,6,-46,0,-53
97,12.066666666666666,6,-46,2,-53
98,12.2,6,-46,2,-51
99,12.3,6,-46,0,-52
100,12.433333333333334,6,-46,1,-51
101,12.566666666666666,6,-46,0,-52
102,12.7,6,-46,1,-52
103,12.8,6,-46,1,-52
104,12.933333333333334,6,-46,0,-52
105,13.066666666666666,6,-46,1,-52
106,13.2,-4,38,1,-51
107,13.333333333333334,-4,35,0,-53
108,13.466666666666667,-4,30,0,-54
109,13.6,-2,30,0,-51
110,13.733333333333333,0,26,0,-52
111,13.833333333333334,-4,34,0,-52
112,13.966666666666667,-3,36,1,-49
113,14.1,-1,33,1,-49
114,14.233333333333333,-3,30,1,-50
115,14.333333333333334,-3,34,1,-50
116,14.466666666666667,8,-32,3,-50
117,14.6,5,-34,3,-50
118,14.733333333333333,-1,24,-1,-50
119,14.833333333333334,3,-34,1,-51
120,14.966666666666667,-30,23,3,-51
121,15.1,-20,31,0,-50
122,15.233333333333333,0,-30,2,-49
123,15.333333333333334,-2,35,0,-50
124,15.466666666666667,3,-39,0,-49
125,15.6,-1,-39,0,-50
126,15.733333333333333,-5,-39,2,-47
127,15.833333333333334,-7,35,3,-47
128,15.966666666666667,-12,39,2,-45
129,16.1,-7,32,6,-46
130,16.233333333333334,-10,36,4,-45
131,16.366666666666667,-10,36,6,-43
132,16.5,-5,31,5,-46
133,16.6,-5,31,6,-41
134,16.733333333333334,-5,31,5,-43
135,16.866666666666667,-5,31,4,-43
136,17.0,-2,49,4,-43
137,17.1,-2,51,4,-43
138,17.233333333333334,0,57,4,-43
139,17.366666666666667,2,59,4,-43
140,17.5,3,59,4,-43
141,17.6,2,58,4,-43
142,17.733333333333334,2,59,4,-43
143,17.866666666666667,2,59,4,-43
144,18.0,4,61,4,-43
145,18.1,5,61,4,-43
146,18.233333333333334,4,61,4,-43
147,18.366666666666667,5,62,4,-43
148,18.5,6,62,4,-43
149,18.6,4,60,4,-43
150,18.733333333333334,3,59,4,-43
151,18.866666666666667,3,59,4,-43
152,19.0,2,59,4,-43
153,19.1,7,62,4,-43
154,19.233333333333334,5,62,4,-43
155,19.366666666666667,4,61,4,-43
156,19.5,5,61,4,-43
157,19.6,5,61,4,-43
158,19.733333333333334,6,62,4,-43
159,19.866666666666667,5,62,4,-43
160,20.0,5,62,4,-43
161,20.1,5,62,4,-43
162,20.233333333333334,5,62,4,-43
163,20.366666666666667,6,62,4,-43
164,20.5,6,62,4,-43
165,20.6,6,64,4,-43
166,20.733333333333334,4,61,4,-43
167,20.866666666666667,5,63,4,-43
168,21.0,5,63,4,-43
169,21.1,5,63,4,-43
170,21.233333333333334,6,64,4,-43
171,21.366666666666667,5,62,4,-43
172,21.5,2,60,4,-43
173,21.6,3,61,4,-43
174,21.733333333333334,3,61,4,-43
175,21.866666666666667,3,61,4,-43
176,22.0,3,61,4,-43
177,22.1,4,61,4,-43
178,22.233333333333334,2,60,4,-43
179,22.366666666666667,2,59,4,-43
180,22.5,4,61,4,-43
181,22.6,3,60,4,-43
182,22.733333333333334,2,59,4,-43
183,22.866666666666667,3,60,4,-43
184,23.0,3,60,4,-43
185,23.1,3,60,4,-43
186,23.233333333333334,4,59,4,-43
187,23.366666666666667,4,60,4,-43
188,23.5,5,62,4,-43
189,23.6,4,60,4,-43
190,23.733333333333334,4,60,4,-43
191,23.866666666666667,5,62,4,-43
192,24.0,5,62,4,-43
193,24.1,5,60,4,-43
194,24.233333333333334,3,60,4,-43
195,24.366666666666667,4,61,4,-43
196,24.5,3,60,4,-43
197,24.6,4,61,4,-43
198,24.733333333333334,2,59,4,-43
199,24.866666666666667,5,61,4,-43
200,25.0,4,60,5,-47
201,25.1,4,59,6,-48
202,25.233333333333334,5,61,5,-49
203,25.366666666666667,4,60,7,-48
204,25.5,3,60,5,-49
205,25.6,6,61,1,-54
206,25.733333333333334,2,60,3,-53
207,25.866666666666667,0,52,2,-51
208,26.0,-3,48,5,-49
209,26.133333333333333,-7,41,5,-49
210,26.233333333333334,-6,40,5,-49
211,26.366666666666667,-6,37,5,-49
212,26.5,-9,39,5,-49
213,26.633333333333333,-9,42,5,-49
214,26.733333333333334,-5,38,5,-49
215,26.866666666666667,-7,41,5,-49
216,27.0,-7,41,5,-49
217,27.133333333333333,-7,41,5,-49
218,27.233333333333334,-7,41,8,-48
219,27.366666666666667,-7,41,7,-50
220,27.5,2,-31,9,-45
221,27.633333333333333,-3,28,5,-46
222,27.733333333333334,-7,36,6,-44
223,27.866666666666667,-5,33,10,-44
224,28.0,-23,29,5,-46
225,28.133333333333333,-23,-18,3,-47
226,28.233333333333334,-31,17,0,-51
227,28.366666666666667,5,-30,0,-51
228,28.5,-3,21,5,-48
229,28.633333333333333,1,-35,7,-47
230,28.733333333333334,0,-34,6,-49
231,28.866666666666667,-14,-51,8,-47
232,29.0,-8,-56,7,-48
233,29.133333333333333,-8,-58,9,-48
234,29.233333333333334,-7,-57,9,-46
235,29.366666666666667,-6,-58,9,-47
236,29.5,-5,-57,6,-48
237,29.633333333333333,-6,-57,7,-49
238,29.733333333333334,-5,-58,7,-50
239,29.866666666666667,-5,-58,6,-49
240,30.0,-3,-56,7,-48
241,30.133333333333333,-2,-47,6,-49
242,30.233333333333334,0,-42,7,-48
243,30.366666666666667,-37,16,9,-46
244,30.5,-11,40,8,-47
245,30.633333333333333,-7,46,8,-48
246,30.733333333333334,-14,45,6,-49
247,30.866666666666667,0,53,4,-50
248,31.0,0,55,3,-51
249,31.133333333333333,-4,-58,4,-51
250,31.233333333333334,0,-56,6,-51
251,31.366666666666667,1,-57,7,-49
252,31.5,7,-52,7,-49
253,31.633333333333333,0,-58,7,-50
254,31.733333333333334,2,-56,5,-51
255,31.866666666666667,1,58,-6,-67
256,32.0,1,58,2,-57
257,32.1,1,58,5,-56
258,32.2,1,58,6,-49
259,32.333333333333336,1,58,6,-49
260,32.46666666666667,1,58,5,-49
261,32.6,1,58,13,-45
262,32.7,1,58,12,-46
263,32.833333333333336,1,58,16,-42
264,32.96666666666667,1,58,5,-54
265,33.1,1,58,12,-49
