,timestamp,value
0,-2.519763231277466,{text: #clear_throat_C#}
1,-1.0112757682800293,{text: Hej!}
2,0.0,{text: Jag heter föör hatt.}
3,3.019746780395508,{text: Vad heter du? Och \\pau=200\\ vart kommer du ifrån?}
4,9.75015115737915,{text: Och vad heter du? och \\pau=150\\ vart kommer du ifrån?}
5,15.34304928779602,{text: Trevligt att träffas!}
6,18.356674194335938,{text: Vi ska spela spelet \\pau=150\\ Med Andra Ord}
7,21.368637561798096,{text: Ni måste beskriva ett ord och jag ska försöka gissa det.}
8,24.882925510406494,{text: Varje ord visas på surfplattan med en liten bild!}
9,28.897399425506592,{text: Ni har en minut på er att beskriva ordet \\pau=500\\ medan jag försöka att gissa.}
10,33.408501625061035,{text: Det finns en regel}
11,35.42068910598755,{text: Ni kan inte säga själva ordet eller varianter av ordet}
12,39.43521547317505,{text: Alla andra strategier för att beskriva ordet är tillåtna. \\pau=500\\ Vi ska spela i cirka 20 minuter}
13,44.95161175727844,{text: Efter spelet får ni välja eran belöning.}
14,47.95980882644653,{text: Redo? Nu kör vi!}
15,79.74589824676514,{text: #hes_short_I# \\pau=100\\  pensel?}
16,101.75766801834106,{text: #hes_short_C# \\pau=100\\  badrummet?}
17,112.34774470329285,{text: #yeah_C#}
18,119.63621711730957,{text: #u-hu_G#}
19,124.46588516235352,{text: #hes_D# \\pau=100\\  citronkaka?}
20,127.99266123771667,{text: #hes_J# \\pau=100\\  visioner?}
21,133.53196477890015,{text: #hes_short_A# \\pau=100\\  drömmar?}
22,148.07551217079163,{text: #yeah_I#}
23,156.18210983276367,{text: #hes_I# \\pau=100\\  betyg?}
24,161.6371500492096,{text: #yeah_H#}
25,167.57750463485718,{text: #yeah_G#}
26,174.6573736667633,{text: #yeah_A#}
27,177.47552347183228,{text: #u-hu_J#}
28,183.50781512260437,{text: #hes_short_F# \\pau=100\\  ljus?}
29,187.02447271347046,{text: #hes_H# \\pau=100\\  regn?}
30,192.72222113609314,{text: #hes_short_I# \\pau=100\\  blixt?}
31,206.81435656547546,{text: #u-hu_B#}
32,212.9077126979828,{text: #u-hu_F#}
