,timestamp,value
0,-2.520092010498047,{text: #clear_throat_C#}
1,-1.0118687152862549,{text: Hej!}
2,0.0,{text: Jag heter föör hatt.}
3,3.014294385910034,{text: Vad heter du? Och \\pau=200\\ vart kommer du ifrån?}
4,10.239111423492432,{text: Och vad heter du? och \\pau=150\\ vart kommer du ifrån?}
5,16.04682970046997,{text: Trevligt att träffas!}
6,19.057441473007202,{text: Vi ska spela spelet \\pau=150\\ Med Andra Ord}
7,22.068549633026123,{text: Ni måste beskriva ett ord och jag ska försöka gissa det.}
8,25.583323001861572,{text: Varje ord visas på surfplattan med en liten bild!}
9,29.598038911819458,{text: Ni har en minut på er att beskriva ordet \\pau=500\\ medan jag försöka att gissa.}
10,34.110570192337036,{text: Det finns en regel}
11,36.12263822555542,{text: Ni kan inte säga själva ordet eller varianter av ordet}
12,40.13432002067566,{text: Alla andra strategier för att beskriva ordet är tillåtna. \\pau=500\\ Vi ska spela i cirka 20 minuter}
13,45.649922132492065,{text: Efter spelet får ni välja eran belöning.}
14,48.65864396095276,{text: Redo? Nu kör vi!}
15,62.79029202461243,{text: #u-hu_J#}
16,82.6579658985138,{text: #hes_short_G# \\pau=100\\  dusch?}
17,84.6584153175354,{text: #hes_H# \\pau=100\\  skärm?}
18,86.65993595123291,{text: #hes_short_F# \\pau=100\\  stil?}
19,87.66042065620422,{text: #hes_D# \\pau=100\\  färg?}
20,89.66503095626831,{text: #hes_E# \\pau=100\\  spegel?}
21,106.6722321510315,{text: #hes_F# \\pau=100\\  choklad?}
22,109.67335438728333,{text: #hes_short_J# \\pau=100\\  skinka?}
23,128.01323986053467,{text: #hes_short_B# \\pau=100\\  spöke?}
24,140.00969338417053,{text: #u-hu_I#}
25,148.69421219825745,{text: #hes_J# \\pau=100\\  badrummet?}
26,151.69552564620972,{text: #hes_short_E# \\pau=100\\  dusch?}
27,169.83206963539124,{text: #hes_E# \\pau=100\\  hantverkare?}
28,173.7132604122162,{text: #hes_C# \\pau=100\\  bagare?}
29,189.12158012390137,{text: #u-hu_G#}
30,196.3197364807129,{text: #yeah_A#}
31,200.72269105911255,{text: #hes_G# \\pau=100\\  kung?}
32,206.04486799240112,{text: #u-hu_B#}
33,209.7327880859375,{text: #hes_short_H# \\pau=100\\  drottning?}
34,223.22846126556396,{text: #u-hu_J#}
35,233.78865242004395,{text: #hes_J# \\pau=100\\  spindel?}
36,257.7601053714752,{text: #hes_D# \\pau=100\\  uggla?}
37,268.7388710975647,{text: #yeah_J#}
38,272.7621822357178,{text: #hes_short_B# \\pau=100\\  medalj?}
39,275.76214146614075,{text: #hes_D# \\pau=100\\  titeln?}
40,281.72990822792053,{text: #yeah_short_C#}
41,285.76880264282227,{text: #hes_I# \\pau=100\\  guld?}
42,295.23526215553284,{text: #hes_I# \\pau=100\\  guldmedalj?}
43,299.78887915611267,{text: #yeah_G#}
44,312.78525400161743,{text: #hes_G# \\pau=100\\  recension?}
45,314.7852461338043,{text: #hes_short_H# \\pau=100\\  omdömme?}
46,317.06883931159973,{text: #u-hu_F#}
47,323.2496428489685,{text: #u-hu_E#}
48,327.18481040000916,{text: #hes_short_D# \\pau=100\\  betyg?}
49,342.5097634792328,{text: #u-hu_E#}
50,346.9812822341919,{text: #hes_short_F# \\pau=100\\  blixt?}
51,380.18817687034607,{text: #hes_short_F# \\pau=100\\  nätet?}
52,383.8269245624542,{text: #hes_B# \\pau=100\\  apotek?}
53,388.10804891586304,{text: #u-hu_A#}
54,401.8801300525665,{text: #hes_short_E# \\pau=100\\  frimärke?}
55,420.62911200523376,{text: #yeah_short_C#}
56,424.84231066703796,{text: #hes_I# \\pau=100\\  dröm?}
57,426.9342586994171,{text: #hes_short_G# \\pau=100\\  drömmar?}
58,439.0798599720001,{text: #yeah_F#}
59,442.19858264923096,{text: #yeah_A#}
60,447.8552756309509,{text: #hes_short_D# \\pau=100\\  säl?}
61,453.7754120826721,{text: #yeah_short_A#}
62,457.8622908592224,{text: #hes_F# \\pau=100\\  pingvin?}
63,463.4987301826477,{text: #u-hu_I#}
64,467.8681721687317,{text: #hes_short_B# \\pau=100\\  sjölejon?}
65,473.1691586971283,{text: #hes_short_A# \\pau=100\\  isbjörn?}
66,476.36791801452637,{text: #yeah_G#}
67,481.438884973526,{text: #u-hu_C#}
68,492.7749729156494,{text: #u-hu_C#}
69,497.4327025413513,{text: #hes_short_F# \\pau=100\\  slagverk?}
70,508.10778522491455,{text: #u-hu_A#}
71,511.8923029899597,{text: #hes_short_C# \\pau=100\\  kryckor?}
72,512.8932099342346,{text: #hes_H# \\pau=100\\  bil?}
73,515.6683175563812,{text: #yeah_short_E#}
74,521.4288935661316,{text: #u-hu_G#}
75,525.9049534797668,{text: #hes_D# \\pau=100\\  rullstol?}
76,536.217764377594,{text: #u-hu_A#}
77,540.9097859859467,{text: #hes_A# \\pau=100\\  filer?}
78,546.1745970249176,{text: #u-hu_A#}
79,547.8895080089569,{text: #yeah_short_C#}
80,554.2195782661438,{text: #u-hu_G#}
81,557.918566942215,{text: #hes_I# \\pau=100\\  servrar?}
82,564.923506975174,{text: #hes_short_C# \\pau=100\\  uppgifterna?}
83,571.0516650676727,{text: #hes_short_D# \\pau=100\\  lösenord?}
84,574.0484974384308,{text: #u-hu_F#}
85,586.9775216579437,{text: #hes_F# \\pau=100\\  broder?}
86,592.9375989437103,{text: #hes_I# \\pau=100\\  lillasyster?}
87,595.7983479499817,{text: #yeah_A#}
88,601.1979908943176,{text: #u-hu_A#}
89,604.0217130184174,{text: #hes_short_C# \\pau=100\\  farbror?}
90,607.3466758728027,{text: #u-hu_E#}
91,622.9525527954102,{text: #hes_short_C# \\pau=100\\  mat?}
92,625.0180037021637,{text: #hes_short_E# \\pau=100\\  lunch?}
93,631.1719598770142,{text: #hes_J# \\pau=100\\  snabbmat?}
94,643.1356472969055,{text: #yeah_short_C#}
95,646.9768567085266,{text: #hes_C# \\pau=100\\  höjdhopp?}
96,658.3150563240051,{text: #yeah_B#}
97,662.9745934009552,{text: #hes_short_C# \\pau=100\\  bock?}
98,664.9826109409332,{text: #hes_H# \\pau=100\\  får?}
99,674.9912178516388,{text: #hes_E# \\pau=100\\  stenbock?}
100,678.2969033718109,{text: #u-hu_D#}
101,685.8244998455048,{text: #u-hu_F#}
102,689.6376588344574,{text: #yeah_short_E#}
103,693.9951357841492,{text: #hes_I# \\pau=100\\  kyrktorn?}
104,703.6785063743591,{text: #yeah_A#}
105,711.9883041381836,{text: #hes_short_E# \\pau=100\\  möbler?}
106,716.0414624214172,{text: #hes_short_F# \\pau=100\\  garderob?}
107,718.8851792812347,{text: #u-hu_B#}
108,735.4210782051086,{text: #hes_E# \\pau=100\\  gravsten?}
109,738.4466784000397,{text: #yeah_A#}
110,755.0236041545868,{text: #hes_G# \\pau=100\\  guld?}
111,763.0463578701019,{text: #yeah_E#}
112,768.8074791431427,{text: #yeah_A#}
113,773.0344436168671,{text: #hes_short_B# \\pau=100\\  stenar?}
114,775.4460580348969,{text: #hes_short_C# \\pau=100\\  bärnsten?}
115,788.492680311203,{text: #hes_B# \\pau=100\\  husdjur?}
116,791.5168859958649,{text: #yeah_short_B#}
117,801.7214696407318,{text: #u-hu_B#}
118,806.0530354976654,{text: #hes_C# \\pau=100\\  begränsning?}
119,809.6643161773682,{text: #hes_H# \\pau=100\\  åldersgränsen?}
120,812.4618792533875,{text: #hes_short_F# \\pau=100\\  åldersgräns?}
121,815.6034553050995,{text: #u-hu_A#}
122,825.2368049621582,{text: #yeah_short_C#}
123,828.4216277599335,{text: #hes_C# \\pau=100\\  folkomröstning?}
124,832.255533695221,{text: #yeah_E#}
125,842.1581768989563,{text: #u-hu_C#}
126,845.2139964103699,{text: #yeah_short_B#}
127,849.0756916999817,{text: #hes_short_H# \\pau=100\\  musklerna?}
128,855.0785465240479,{text: #hes_G# \\pau=100\\  hormoner?}
129,857.6670322418213,{text: #yeah_B#}
130,864.5667445659637,{text: #yeah_short_D#}
131,868.0895955562592,{text: #hes_short_A# \\pau=100\\  blodkroppar?}
132,870.653749704361,{text: #yeah_H#}
133,879.5360114574432,{text: #yeah_short_A#}
134,910.6454808712006,{text: #u-hu_E#}
135,916.052227973938,{text: #hes_I# \\pau=100\\  radhus?}
136,919.4355518817902,{text: #u-hu_A#}
137,942.6552979946136,{text: #yeah_B#}
138,946.6818447113037,{text: #hes_short_F# \\pau=100\\  hängbro?}
139,949.2565166950226,{text: #u-hu_I#}
140,955.0154049396515,{text: #yeah_I#}
141,961.1351661682129,{text: #hes_short_E# \\pau=100\\  kungen?}
142,967.138543844223,{text: #hes_A# \\pau=100\\  kejsaren?}
143,974.1513540744781,{text: #hes_A# \\pau=100\\  biskop?}
144,976.6753590106964,{text: #u-hu_J#}
145,978.6544623374939,{text: Det är hela tiden vi har. \\pau=500\\  Tack för att ni spelade med mig!}
