,timestamp,value
0,-2.5342824459075928,{text: #clear_throat_C#}
1,-1.0267655849456787,{text: Hej!}
2,0.0,{text: Jag heter föör hatt.}
3,3.0154099464416504,{text: Vad heter du? Och \\pau=200\\ vart kommer du ifrån?}
4,11.475194931030273,{text: Och vad heter du? och \\pau=150\\ vart kommer du ifrån?}
5,18.744025707244873,{text: Trevligt att träffas!}
6,21.756181001663208,{text: Vi ska spela spelet \\pau=150\\ Med Andra Ord}
7,24.769665241241455,{text: Ni måste beskriva ett ord och jag ska försöka gissa det.}
8,28.281705617904663,{text: Varje ord visas på surfplattan med en liten bild!}
9,32.29462957382202,{text: Ni har en minut på er att beskriva ordet \\pau=500\\ medan jag försöka att gissa.}
10,36.8093466758728,{text: Det finns en regel}
11,38.82557654380798,{text: Ni kan inte säga själva ordet eller varianter av ordet}
12,42.84019446372986,{text: Alla andra strategier för att beskriva ordet är tillåtna. \\pau=500\\ Vi ska spela i cirka 20 minuter}
13,48.35562753677368,{text: Efter spelet får ni välja eran belöning.}
14,51.36419200897217,{text: Redo? Nu kör vi!}
15,63.5238881111145,{text: #yeah_C#}
16,77.33142948150635,{text: #yeah_short_D#}
17,82.33707690238953,{text: #hes_short_F# \\pau=100\\  spindel?}
18,92.02324366569519,{text: #u-hu_J#}
19,100.33819103240967,{text: #hes_I# \\pau=100\\  drottning?}
20,119.17726492881775,{text: #hes_short_I# \\pau=100\\  bagare?}
21,137.59732961654663,{text: #hes_short_E# \\pau=100\\  regn?}
22,140.60630440711975,{text: #hes_short_H# \\pau=100\\  åska?}
23,142.60993361473083,{text: #hes_H# \\pau=100\\  blixt?}
24,165.02586150169373,{text: #u-hu_D#}
25,173.87797236442566,{text: #yeah_B#}
26,185.4570848941803,{text: #hes_G# \\pau=100\\  färg?}
27,204.53851652145386,{text: #hes_B# \\pau=100\\  skärm?}
28,219.71839785575867,{text: #yeah_H#}
29,231.5810034275055,{text: #hes_short_D# \\pau=100\\  citronkaka?}
30,239.1579623222351,{text: #yeah_short_C#}
31,247.5911045074463,{text: #hes_short_C# \\pau=100\\  fantasi?}
32,249.4538278579712,{text: #hes_short_B# \\pau=100\\  drömmar?}
33,252.44637751579285,{text: #u-hu_G#}
